"","ID","Label","Statement","Subject(s)","Speaker","Speaker Job Title","State Info","The Party Affiliation","Barely True Counts","False Counts","Half True Counts","Mostly True Counts","Pants on Fire Counts","Venue/Location"
"1227",1227,"pants-fire","Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.","health-care,taxes","national-republican-senatorial-committee","unknown","unknown","republican",11,5,7,2,5,"a news release"
"1228",1228,"barely-true","President Obamas budget would call for about $25 trillion in debt by the end of his term, if he was re-elected.","deficit,federal-budget","bob-mcdonnell","Governor","Virginia","republican",6,5,7,6,3,"a symposium."
"1229",1229,"barely-true","We know that Sunday mornings have usually been given over to conservative white men.","pundits","michael-eric-dyson","unknown","unknown","none",1,0,1,0,0,"a broadcast of ""The Ed Show"""
"1230",1230,"false","Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.","bipartisanship","oregon-republican-party","unknown","unknown","organization",1,1,0,0,0,"a campaign mailer"
"1231",1231,"half-true","Delta has had the most animal deaths among U.S. carriers in the past five years","public-safety,transportation","bloomberg-bloombergcom","unknown","unknown","none",0,0,1,0,0,"a news report"
"1232",1232,"mostly-true","Republican candidate for governor Karen Handel has run a 100 percent negative campaign.","message-machine,campaign-advertising","nathan-deal","unknown","unknown","republican",9,5,11,11,0,"a press release"
"1233",1233,"false","Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidation","civil-rights,crime,elections,pundits","bill-oreilly","Fox News Channel host","unknown","none",4,6,3,5,1,"an online column"
"1234",1234,"half-true","Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.","education","rick-perry","Governor","Texas","republican",30,30,42,23,18,"his State of the State address."
"1235",1235,"mostly-true","In Richmond, Va., theres more moving vans coming in than going out.","census,city-government,population","jack-berry","Mayoral candidate","Virginia","none",1,0,0,1,0,"a debate."
"1236",1236,"false","Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.","state-budget","new-jersey-democratic-state-committee","unknown","New Jersey","democrat",2,2,1,0,0,"a press release"
"1237",1237,"pants-fire","I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.","ethics","charles-rangel","U.S. Congressman","New York","democrat",0,0,1,0,1,"a press conference"
"1238",1238,"half-true","Paul Ryans Medicare plan could raise future retirees costs more than $6,000.","corrections-and-updates,health-care,medicare,message-machine-2012","barack-obama","President","Illinois","democrat",70,71,160,163,9,"a campaign commercial"
"1239",1239,"false","On tax inversions, the Wall Street Journalsurprisingly attacked this tax scheme.","taxes","chris-matthews","Host of MSNBC's Hardball","unknown","none",1,2,2,1,0,"a broadcast of MSNBC's ""Hardball"""
"1240",1240,"mostly-true","Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office.","Alcohol,campaign-finance,ethics,public-service","linda-koop","unknown","Texas","republican",0,0,0,1,0,"a campaign mail flier"
"1241",1241,"true","You may have driven the length of a football field in the five seconds it takes to check a text.","public-safety","greg-walden","U.S. representative","Oregon","republican",3,0,1,0,0,"news television interview"
"1242",1242,"barely-true","I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.","economy","barack-obama","President","Illinois","democrat",70,71,160,163,9,"a speech in Dunedin, Fla."
"1243",1243,"barely-true","There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for.","children,crime","peter-palumbo","State Representative","Rhode Island","democrat",3,1,1,0,0,"a news release"
"1244",1244,"barely-true","The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons.","legal-issues,religion","mike-huckabee","author","Arkansas","republican",12,5,9,3,4,"the CNN Republican debate"
"1245",1245,"barely-true","Says under the Affordable Care Act, New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014.","health-care,medicaid","amy-handlin","State Assemblywoman","New Jersey","republican",1,0,0,0,0,"an opinion piece in the Times of Trenton"
"1246",1246,"barely-true","Says the Obama administration watered down sanctions against Iran, delayed them and tried to stop Congress from putting the tough sanctions in place.","foreign-policy,nuclear,terrorism,trade","paul-ryan","U.S. Representative","Wisconsin","republican",19,6,16,14,2,"the vice presidential debate"
"1247",1247,"true","Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.","water","austin-water-utility","unknown","unknown","none",0,0,0,0,0,"as quoted in a StateImpact Texas news story"
"1248",1248,"false","Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.","elections","terry-moulton","State Senator, District 23","Wisconsin","republican",0,1,0,0,0,"letters to constituents"
"1249",1249,"mostly-true","These 60 acres (the Atlanta Braves want to build a stadium on) have produced zero SPLOST money for parks and recreation, have produced zero money for education.","baseball,sports","john-loud","owner, Loud Security","Georgia","none",0,0,0,1,0,"newspaper article"
"1250",1250,"false","You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.","candidates-biography,economy,income,job-accomplishments,taxes,transparency,wealth","donald-trump","President-Elect","New York","republican",63,114,51,37,61,"a Presidential debate at Hofstra University"
"1251",1251,"true","Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.","education","ed-fitzgerald","Cuyahoga County executive","Ohio","democrat",1,1,0,1,0,"a campaign speech"
"1252",1252,"false","Over half of the young people in medical, dental and law schools are women.","education,health-care,legal-issues,women","rand-paul","Candidate for U.S. Senate and physician","Kentucky","republican",7,8,10,12,3,"an interview with CNN"
"1253",1253,"pants-fire","Ken Block supports Obamacare.","economy,health-care,message-machine-2014","allan-fung","mayor, city of Cranston, R.I.","Rhode Island","republican",2,2,0,2,1,"a TV commercial"
"1254",1254,"barely-true","Says Hillary Clinton wants to have open borders.","crime,foreign-policy,homeland-security,human-rights,immigration","donald-trump","President-Elect","New York","republican",63,114,51,37,61,"the third 2016 presidential debate"
"1255",1255,"barely-true","GOP candidate for governor Nathan Deal is a former Clinton Democrat.","voting-record","karen-handel","unknown","unknown","republican",2,0,3,3,1,"an interview on WSB-TV"
"1256",1256,"false","My opponent promises to bring back old jobs by wishing away the global economy.","economy","john-mccain","U.S. senator","Arizona","republican",31,39,31,37,8,"St. Paul, Minn."
"1257",1257,"mostly-true","Kelly Ayotte has voted four times against the federal Paycheck Fairness Act.","congress,labor,voting-record,women","maggie-hassan","Candidate for governor","New Hampshire","democrat",1,2,2,4,0,"a press release"
"1258",1258,"mostly-true","One out of every four homeless people on our streets is a veteran.","poverty","john-edwards","former senator","North Carolina","democrat",0,2,4,4,1,"a TV ad airing in Iowa and New Hampshire."
"1259",1259,"true","Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts","elections","one-wisconsin-now","unknown","Wisconsin","organization",0,2,2,1,1,"a website alert"
"1260",1260,"half-true","Education funding of $7,176 per student is a historic level.","education,state-budget","rick-scott","Governor","Florida","republican",28,23,38,34,7,"the State of the State address"
"1261",1261,"false","I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.","economy,jobs","jeff-merkley","U.S. Senator","Oregon","democrat",0,1,3,6,0,"an economic issues statement"
"1262",1262,"false","Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.","stimulus","national-republican-congressional-committee","unknown","unknown","republican",18,9,8,5,8,"a press release"
"1263",1263,"pants-fire","Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.","health-care,science,sports","jerry-jones","Owner, president, general manager, Dallas Cowboys","Texas","none",0,1,0,0,1,"remarks to reporters at NFL annual meeting"
"1264",1264,"false","The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.","history,terrorism","donald-trump","President-Elect","New York","republican",63,114,51,37,61,"a GOP debate hosted by Fox"
"1265",1265,"pants-fire","Says Jill McCabe supports late term abortions. Larger baby parts are more profitable.","abortion","dick-black","unknown","unknown","republican",0,0,0,0,1,"a tweet"
"1266",1266,"false","Says U.S. Rep. Nancy Pelosi said, Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.","fake-news","turning-point-usa","unknown","unknown","organization",0,1,0,0,0,"a Facebook post"
"1267",1267,"half-true","Florida has a law like (Indianas Religious Freedom Restoration Act).","civil-rights,gays-and-lesbians,marriage,religion","jeb-bush","unknown","Florida","republican",17,5,17,24,2,"an interview with Hugh Hewitt"
